order_no,invoice_no,category,sub_category,purchase_header,buyer_employee_id,approver_employee_id,supplier_name,company_id,supplier_id,contract_value,created
EOR687916,EHR-6006011595,Professional Services,Technical Consulting,Surgical Instruments Operating Room Grade,E600074,E600745,Ann Physiotherapy,ABN 41 375 498 344,S3074,490000,25-Jan-2022
EOR687917,EHR-6006011596,Administrative Support,Printing,Electrolytic Caloric and Water Balance,E601134,E600551,Christine Digital,ABN 43 391 498 897,S3090,500000,28-Apr-2022
EOR687918,EHR-6006011597,Information Technology,Software,HAND TOOLS (POWERED AND NON-POWERED) ACCESSORIES AND SUPPLI,E600122,E601187,Sara Lawyers,ABN 41 358 411 432,S3057,640000,05-Sep-2021
EOR687919,EHR-6006011598,Travel,International,Cosmetics and Skin Care: Colognes Creams Lipsticks Lotion,E600660,E600851,Tony Builders,ABN 42 355 413 240,S3054,570000,02-Apr-2021
EOR687920,EHR-6006011599,Professional Services,Engineering,PUBLICATIONS  AUDIOVISUAL MATERIALS BOOKS TEXTBOOKS  (PRE,E600052,E601319,Elaine Builders,ABN 41 370 432 783,S3069,420000,01-Jul-2021
EOR687921,EHR-6006011600,Insurance,Other Insurance,CONSTRUCTION SERVICES GENERAL (INCL. MAINTENANCE AND REPAIR,E600424,E601191,Amanda Lawyers,ABN 43 311 447 799,S3010,570000,20-Jul-2021
EOR687922,EHR-6006011601,Insurance,Other Insurance,FOODS: PERISHABLE,E600608,E600265,Kevin Clinic,ABN 46 354 260 532,S3053,610000,03-Aug-2021
EOR687923,EHR-6006011602,Administrative Support,Stationery,Syringes Hypodermic and Irrigation (Disposable) and Hypode,E601448,E601393,Keith Management,ABN 46 333 653 400,S3032,430000,20-Jan-2022
EOR687924,EHR-6006011603,Professional Services,Other Professional Services,DATA PROCESSING COMPUTER PROGRAMMING AND SOFTWARE SERVICE,E601074,E601061,Lisa Apparel,ABN 43 302 758 581,S3001,140000,02-Jan-2022
EOR687925,EHR-6006011604,Travel,International,Lamps/Lighting Interior and Exterior,E601430,E600989,Tracy Physiotherapy,ABN 45 307 376 146,S3006,420000,30-Jul-2021
EOR687926,EHR-6006011605,Administrative Support,Stationery,HOSPITAL SURGICAL AND MEDICAL RELATED ACCESSORIES AND SUND,E600120,E600919,Victoria Digital,ABN 46 338 412 668,S3037,140000,02-Nov-2021
EOR687927,EHR-6006011606,Professional Services,Engineering,Binders: Chain Post Prong Ring etc.,E600060,E600595,Gabriel Digital,ABN 46 363 785 828,S3062,760000,11-Aug-2021
EOR687928,EHR-6006011607,Professional Services,Legal,DATA PROCESSING COMPUTER PROGRAMMING AND SOFTWARE SERVICE,E600316,E601299,Sara Lawyers,ABN 41 358 411 432,S3057,830000,05-Sep-2021
EOR687929,EHR-6006011608,Information Technology,Software,Operating and Examining Apparel Disposable: Capes Caps Ex,E600806,E600031,Justin Property,ABN 45 373 645 203,S3072,50000,09-Feb-2022
EOR687930,EHR-6006011609,Information Technology,Hardware,DATA PROCESSING COMPUTER PROGRAMMING AND SOFTWARE SERVICE,E600692,E600587,John Apparel,ABN 45 374 774 544,S3073,20000,01-May-2022
EOR687931,EHR-6006011610,Professional Services,Technical Consulting,Paper Products: Cups Doilies Napkins Plates Straws Faci,E600550,E600311,Matthew Digital,ABN 48 337 877 553,S3036,450000,22-Nov-2021
EOR687932,EHR-6006011611,Information Technology,Hardware,AIR CONDITIONING HEATING AND VENTILATING EQUIPMENT PARTS,E601284,E600271,Matthew Gardening,ABN 48 327 378 235,S3026,250000,15-Apr-2021
EOR687933,EHR-6006011612,Travel,International,Gloves and Finger Cots Medical Type,E601024,E600721,Gabriel Digital,ABN 46 363 785 828,S3062,690000,14-Mar-2022
EOR687934,EHR-6006011613,Administrative Support,Mail,GASES CONTAINERS EQUIPMENT: LABORATORY MEDICAL AND WELDI,E600112,E600377,Karen Computers,ABN 46 388 106 109,S3087,890000,09-Dec-2021
EOR687935,EHR-6006011614,Insurance,Property,Orthopedic Equipment: Bone Plates Bone Saws Cast Cutters,E601306,E600567,Paul Builders,ABN 46 342 354 501,S3041,640000,14-Mar-2022
EOR687936,EHR-6006011615,Insurance,Other Insurance,ELECTRICAL EQUIPMENT AND SUPPLIES (EXCEPT CABLE AND WIRE),E600332,E601053,Tracy Physiotherapy,ABN 45 307 376 146,S3006,650000,13-Feb-2022
EOR687937,EHR-6006011616,Travel,Local,Surgical Instruments Operating Room Grade,E601488,E600125,Jacob Physiotherapy,ABN 44 352 560 555,S3051,610000,16-May-2021
EOR687938,EHR-6006011617,Professional Services,Other Professional Services,Paint Equipment Accessories and Supplies (Not Otherwise Cla,E600568,E600087,Jared Builders,ABN 47 328 550 156,S3027,360000,03-May-2022
EOR687939,EHR-6006011618,Administrative Support,Printing,FURNITURE: OFFICE,E600536,E601477,Chelsea Builders,ABN 42 395 758 883,S3094,850000,03-Feb-2022
EOR687940,EHR-6006011619,Professional Services,Technical Consulting,CONSTRUCTION SERVICES GENERAL (INCL. MAINTENANCE AND REPAIR,E600520,E601053,Jose Finance,ABN 45 318 829 567,S3017,790000,20-Aug-2021
EOR687941,EHR-6006011620,Professional Services,Legal,LABORATORY EQUIPMENT  ACCESSORIES AND SUPPLIES: BIOCHEMIST,E600852,E600877,Evan Gardening,ABN 44 367 115 406,S3066,460000,12-Feb-2022
EOR687942,EHR-6006011621,Professional Services,Engineering,Bandages (All Types) Adhesive Tapes Dressings Plaster of,E600698,E601397,Justin Property,ABN 45 373 645 203,S3072,700000,14-Aug-2021
EOR687943,EHR-6006011622,Administrative Support,Mail,Toilet Tissues Paper Towels and Toilet Seat Covers,E600538,E601199,Ryan Builders,ABN 46 321 575 688,S3020,830000,09-Jan-2022
EOR687944,EHR-6006011623,Insurance,Property,JANITORIAL SUPPLIES GENERAL LINE,E600894,E600673,Kimberly Apparel,ABN 42 366 780 774,S3065,560000,02-May-2022
EOR687945,EHR-6006011624,Administrative Support,Stationery,Switches Parts and Accessories (Miscellaneous),E601112,E600969,Ann Physiotherapy,ABN 41 375 498 344,S3074,320000,04-Feb-2022
EOR687946,EHR-6006011625,Professional Services,Technical Consulting,Cosmetics and Skin Care: Colognes Creams Lipsticks Lotion,E601114,E601359,Christine Digital,ABN 43 391 498 897,S3090,340000,16-May-2022
EOR687947,EHR-6006011626,Insurance,Event,AUTOMOTIVE AND TRAILER BODIES BODY ACCESSORIES AND PARTS,E600614,E600953,Christine Trading,ABN 43 365 431 228,S3064,620000,27-Dec-2021
EOR687948,EHR-6006011627,Administrative Support,Printing,Eye Glasses Including Sunglasses  (Including Frames Cases,E600494,E600913,Michael Hotel,ABN 46 325 766 730,S3024,280000,25-Mar-2021
EOR687949,EHR-6006011628,Professional Services,Engineering,AUTOMOTIVE VEHICLES AND RELATED TRANSPORTATION EQUIPMENT (IN,E600366,E601161,Kimberly Lawyers,ABN 46 317 150 125,S3016,810000,23-Mar-2022
EOR687950,EHR-6006011629,Professional Services,Engineering,Physical Therapy Equipment and Supplies,E601014,E600047,Maria Consulting,ABN 47 320 810 296,S3019,590000,22-Nov-2021
EOR687951,EHR-6006011630,Administrative Support,Printing,AUTOMOTIVE VEHICLES AND RELATED TRANSPORTATION EQUIPMENT (IN,E600198,E600789,Chris Lawyers,ABN 47 393 455 339,S3092,590000,06-Nov-2021
EOR687952,EHR-6006011631,Insurance,Event,Bandages (All Types) Adhesive Tapes Dressings Plaster of,E600796,E600925,Chris Lawyers,ABN 47 393 455 339,S3092,70000,08-May-2021
EOR687953,EHR-6006011632,Professional Services,Technical Consulting,Medical and Dental Equipment and Supplies,E600606,E600767,Stephen Events,ABN 46 390 827 581,S3089,60000,22-Feb-2021
EOR687954,EHR-6006011633,Information Technology,Software,Bandages (All Types) Adhesive Tapes Dressings Plaster of,E600148,E600721,Cindy Clinic,ABN 41 347 279 364,S3046,620000,05-Mar-2022
EOR687955,EHR-6006011634,Travel,Local,HOSPITAL AND SURGICAL EQUIPMENT INSTRUMENTS AND SUPPLIES,E601008,E601153,Lauren Finance,ABN 43 319 385 766,S3018,630000,13-Dec-2021
EOR687956,EHR-6006011635,Insurance,Commercial,AUTOMOTIVE VEHICLES AND RELATED TRANSPORTATION EQUIPMENT (IN,E601220,E601351,Gabriel Digital,ABN 46 363 785 828,S3062,720000,04-May-2022
EOR687957,EHR-6006011636,Administrative Support,Stationery,HOSPITAL AND SURGICAL EQUIPMENT INSTRUMENTS AND SUPPLIES,E601318,E600311,Tracy Physiotherapy,ABN 45 307 376 146,S3006,480000,10-Dec-2021
EOR687958,EHR-6006011637,Professional Services,Engineering,HOSPITAL SURGICAL AND MEDICAL RELATED ACCESSORIES AND SUND,E600500,E600591,Carol Lawyers,ABN 42 372 707 387,S3071,280000,21-Feb-2022
EOR687959,EHR-6006011638,Administrative Support,Stationery,HOSPITAL AND SURGICAL EQUIPMENT INSTRUMENTS AND SUPPLIES,E600702,E600345,Karen Computers,ABN 46 388 106 109,S3087,480000,03-Nov-2021
EOR687960,EHR-6006011639,Professional Services,Other Professional Services,ELECTRICAL EQUIPMENT AND SUPPLIES (EXCEPT CABLE AND WIRE),E600934,E600621,Ryan Apparel,ABN 45 335 745 488,S3034,100000,24-Feb-2022
EOR687961,EHR-6006011640,Insurance,Event,RADIO COMMUNICATION TELEPHONE AND TELECOMMUNICATION EQUIPM,E600130,E600727,Kari Hotel,ABN 42 332 235 727,S3031,70000,06-May-2021
EOR687962,EHR-6006011641,Information Technology,Hardware,Shoes Safety Toe,E600544,E600279,Stephanie Clinic,ABN 47 377 126 660,S3076,890000,13-Nov-2021
EOR687963,EHR-6006011642,Professional Services,Other Professional Services,Locks Key Blanks and Locksmith Tools  (Including Time Lock,E601034,E600049,Richard Physiotherapy,ABN 47 326 771 456,S3025,440000,26-Sep-2021
EOR687964,EHR-6006011643,Travel,International,Electrocardiographs (EKG) and Supplies,E601366,E600147,Stephen Events,ABN 46 390 827 581,S3089,200000,08-Oct-2021
EOR687965,EHR-6006011644,Insurance,Property,AUTOMOTIVE VEHICLES AND RELATED TRANSPORTATION EQUIPMENT (IN,E600956,E601249,Matthew Gardening,ABN 48 327 378 235,S3026,760000,21-Mar-2022
EOR687966,EHR-6006011645,Travel,International,ELECTRICAL EQUIPMENT AND SUPPLIES (EXCEPT CABLE AND WIRE),E600842,E600927,Christie Property,ABN 45 349 357 654,S3048,290000,07-Dec-2021
EOR687967,EHR-6006011646,Travel,International,CHEMICALS AND SOLVENTS COMMERCIAL (IN BULK),E600274,E600737,Tony Builders,ABN 42 355 413 240,S3054,470000,10-Jun-2022
EOR687968,EHR-6006011647,Administrative Support,Printing,General Maintenance and Repair Vehicle (Not Otherwise Class,E600118,E601305,Carol Lawyers,ABN 42 372 707 387,S3071,50000,10-May-2022
EOR687969,EHR-6006011648,Professional Services,Engineering,ELECTRICAL EQUIPMENT AND SUPPLIES (EXCEPT CABLE AND WIRE),E600118,E600565,Jennifer Management,ABN 42 322 548 809,S3021,550000,17-Apr-2021
EOR687970,EHR-6006011649,Administrative Support,Stationery,Service Charges,E601496,E601337,Chris Lawyers,ABN 47 393 455 339,S3092,670000,01-Jul-2021
EOR687971,EHR-6006011650,Professional Services,Legal,ROAD AND HIGHWAY BUILDING MATERIALS (ASPHALTIC),E600904,E600641,Scott Property,ABN 48 304 420 514,S3003,600000,29-Jul-2021
EOR687972,EHR-6006011651,Administrative Support,Mail,HOSPITAL SURGICAL AND MEDICAL RELATED ACCESSORIES AND SUND,E601438,E601255,Keith Management,ABN 46 333 653 400,S3032,560000,30-Nov-2021
EOR687973,EHR-6006011652,Travel,International,Orthopedic Equipment: Bone Plates Bone Saws Cast Cutters,E600310,E601479,Kevin Computers,ABN 44 344 159 482,S3043,600000,06-Oct-2021
EOR687974,EHR-6006011653,Professional Services,Other Professional Services,General Maintenance and Repair Vehicle (Not Otherwise Class,E600490,E600865,Michael Clinic,ABN 43 369 376 360,S3068,430000,13-Aug-2021
EOR687975,EHR-6006011654,Administrative Support,Printing,Gloves and Finger Cots Medical Type,E600044,E600731,Jacob Physiotherapy,ABN 44 352 560 555,S3051,750000,21-Apr-2022
EOR687976,EHR-6006011655,Insurance,Property,Sutures and Suturing Needles Disposable (Including Skin Sta,E600198,E600169,Gabriel Digital,ABN 46 363 785 828,S3062,370000,20-Apr-2021
EOR687977,EHR-6006011656,Insurance,Commercial,Cotton and/or Rayon Surgical (Dry or Impregnated With Germi,E600996,E601327,Andrew Finance,ABN 42 371 684 433,S3070,190000,26-Sep-2021
EOR687978,EHR-6006011657,Professional Services,Legal,ELECTRICAL EQUIPMENT AND SUPPLIES (EXCEPT CABLE AND WIRE),E600418,E601467,Kristin Property,ABN 48 351 707 284,S3050,570000,28-Apr-2022
EOR687979,EHR-6006011658,Administrative Support,Printing,General Maintenance and Repair Vehicle (Not Otherwise Class,E600042,E600389,Kari Hotel,ABN 42 332 235 727,S3031,170000,10-Feb-2021
EOR687980,EHR-6006011659,Travel,International,Physical Therapy Equipment and Supplies,E600582,E601317,Steven Hotel,ABN 48 364 668 375,S3063,600000,16-Jun-2021
EOR687981,EHR-6006011660,Administrative Support,Stationery,FURNITURE: OFFICE,E601250,E600871,Ann Physiotherapy,ABN 41 375 498 344,S3074,500000,25-Feb-2021
EOR687982,EHR-6006011661,Information Technology,Software,Nails Brads Concrete Nails Masonry Nails Spikes Staples,E600424,E600927,Michael Hotel,ABN 46 325 766 730,S3024,20000,26-Mar-2022
EOR687983,EHR-6006011662,Administrative Support,Stationery,FURNITURE: OFFICE,E600558,E601047,Kristin Property,ABN 48 351 707 284,S3050,740000,24-Jan-2022
EOR687984,EHR-6006011663,Administrative Support,Mail,Pipe Fittings Misc. (Not Otherwise Classified),E600762,E601425,Patrick Apparel,ABN 48 339 691 515,S3038,150000,21-Jan-2022
EOR687985,EHR-6006011664,Professional Services,Technical Consulting,Paper Goods: Diapers Medication Blister Cards Pillow Cases,E600658,E601459,Zachary Digital,ABN 43 323 584 552,S3022,150000,03-Dec-2021
EOR687986,EHR-6006011665,Insurance,Event,Resuscitators and Parts (Including Portable Rescue Units),E601440,E601123,Kimberly Lawyers,ABN 46 317 150 125,S3016,260000,20-Aug-2021
EOR687987,EHR-6006011666,Professional Services,Legal,ELECTRICAL EQUIPMENT AND SUPPLIES (EXCEPT CABLE AND WIRE),E600642,E600467,Stephanie Clinic,ABN 47 377 126 660,S3076,630000,26-Apr-2022
EOR687988,EHR-6006011667,Professional Services,Engineering,Cosmetics and Skin Care: Colognes Creams Lipsticks Lotion,E600350,E600247,John Apparel,ABN 45 374 774 544,S3073,680000,11-Apr-2021
EOR687989,EHR-6006011668,Information Technology,Software,General Maintenance and Repair Vehicle (Not Otherwise Class,E600978,E600419,Nancy Management,ABN 42 383 612 748,S3082,290000,09-Feb-2022
EOR687990,EHR-6006011669,Insurance,Event,Wrenches All Kinds (Including Sockets),E600046,E601027,Christine Digital,ABN 43 391 498 897,S3090,370000,29-Apr-2021
EOR687991,EHR-6006011670,Administrative Support,Mail,Community Development Consulting,E600496,E600581,Ryan Builders,ABN 46 321 575 688,S3020,210000,30-May-2022
EOR687992,EHR-6006011671,Administrative Support,Stationery,Care Supplies Patient (Not Otherwise Classified),E600978,E600745,Joshua Property,ABN 45 303 156 248,S3002,160000,29-Mar-2022
EOR687993,EHR-6006011672,Insurance,Property,Medical and Dental Equipment and Supplies,E600124,E600821,Robert Clinic,ABN 43 387 299 747,S3086,390000,05-Jan-2022
EOR687994,EHR-6006011673,Administrative Support,Mail,Bandages (All Types) Adhesive Tapes Dressings Plaster of,E601378,E601487,Ryan Apparel,ABN 45 335 745 488,S3034,780000,29-May-2021
EOR687995,EHR-6006011674,Travel,Local,Batteries All Types,E600682,E600023,Kimberly Lawyers,ABN 46 317 150 125,S3016,450000,19-Jun-2022
EOR687996,EHR-6006011675,Insurance,Event,HUMAN SERVICES,E601404,E600853,Alex Apparel,ABN 43 357 160 878,S3056,160000,29-May-2021
EOR687997,EHR-6006011676,Insurance,Event,Syringes Hypodermic and Irrigation (Disposable) and Hypode,E600194,E600127,Patrick Apparel,ABN 48 339 691 515,S3038,130000,23-May-2021
EOR687998,EHR-6006011677,Insurance,Event,Generators Portable and Stationary Including Parts and Acc,E600928,E601093,Barbara Cleaning,ABN 42 359 586 265,S3058,850000,07-Jul-2021
EOR687999,EHR-6006011678,Insurance,Commercial,Needles Specialized: Amniocentesis Type Biopsy Spinal Su,E601256,E600661,Christine Digital,ABN 43 391 498 897,S3090,670000,09-Aug-2021
EOR688000,EHR-6006011679,Insurance,Event,AUTOMOTIVE VEHICLES AND RELATED TRANSPORTATION EQUIPMENT (IN,E601072,E601341,Ann Physiotherapy,ABN 41 375 498 344,S3074,740000,31-Jan-2022
EOR688001,EHR-6006011680,Insurance,Event,General Maintenance and Repair Vehicle (Not Otherwise Class,E600822,E601449,Evan Gardening,ABN 44 367 115 406,S3066,850000,09-May-2022
EOR688002,EHR-6006011681,Professional Services,Engineering,Grants Community Service Programs,E601092,E601335,Ryan Builders,ABN 46 321 575 688,S3020,470000,01-Dec-2021
EOR688003,EHR-6006011682,Professional Services,Engineering,CONSTRUCTION SERVICES GENERAL (INCL. MAINTENANCE AND REPAIR,E600844,E600407,Matthew Digital,ABN 48 337 877 553,S3036,290000,28-Sep-2021
EOR688004,EHR-6006011683,Administrative Support,Stationery,CLOTHING: ATHLETIC CASUAL DRESS UNIFORM WEATHER AND WORK,E600612,E600045,Ryan Builders,ABN 46 321 575 688,S3020,70000,05-Apr-2022
EOR688005,EHR-6006011684,Information Technology,Hardware,RADIO COMMUNICATION TELEPHONE AND TELECOMMUNICATION EQUIPM,E600322,E600671,Arthur Lawyers,ABN 42 368 492 317,S3067,60000,18-Dec-2021
EOR688006,EHR-6006011685,Insurance,Event,DATA PROCESSING COMPUTER PROGRAMMING AND SOFTWARE SERVICE,E601160,E600959,Chris Lawyers,ABN 47 393 455 339,S3092,240000,03-May-2022
EOR688007,EHR-6006011686,Administrative Support,Stationery,Lumber Hardwood All Kinds,E600624,E600535,Richard Clinic,ABN 42 396 712 319,S3095,800000,22-May-2021
EOR688008,EHR-6006011687,Professional Services,Engineering,Laboratory Supplies: Asbestos Squares Corks Files Glass C,E600034,E600949,Matthew Digital,ABN 48 337 877 553,S3036,880000,03-Mar-2021
EOR688009,EHR-6006011688,Travel,Local,CONSTRUCTION SERVICES GENERAL (INCL. MAINTENANCE AND REPAIR,E601316,E600745,Kari Hotel,ABN 42 332 235 727,S3031,800000,06-Dec-2021
EOR688010,EHR-6006011689,Professional Services,Engineering,REAL PROPERTY RENTAL OR LEASE,E601042,E601243,Russell Lawyers,ABN 45 381 409 477,S3080,570000,15-Mar-2022
EOR688011,EHR-6006011690,Insurance,Event,FIRST AID AND SAFETY EQUIPMENT AND SUPPLIES (EXCEPT NUCLEAR,E600772,E600017,Julie Apparel,ABN 42 398 293 588,S3097,640000,05-Apr-2021
EOR688012,EHR-6006011691,Administrative Support,Stationery,HAND TOOLS (POWERED AND NON-POWERED) ACCESSORIES AND SUPPLI,E601400,E601433,Stephanie Clinic,ABN 47 377 126 660,S3076,320000,05-Jun-2022
EOR688013,EHR-6006011692,Travel,Local,Bandages (All Types) Adhesive Tapes Dressings Plaster of,E600362,E600567,Victoria Digital,ABN 46 338 412 668,S3037,120000,21-Feb-2021
EOR688014,EHR-6006011693,Insurance,Other Insurance,LABORATORY EQUIPMENT  ACCESSORIES AND SUPPLIES: BIOCHEMIST,E600982,E600949,Mary Clinic,ABN 47 384 405 272,S3083,480000,12-Feb-2021
EOR688015,EHR-6006011694,Information Technology,Hardware,HUMAN SERVICES,E600054,E600577,Richard Clinic,ABN 42 396 712 319,S3095,770000,15-Mar-2021
EOR688016,EHR-6006011695,Information Technology,Hardware,General Maintenance and Repair Vehicle (Not Otherwise Class,E600694,E600421,Kelly Finance,ABN 48 314 682 276,S3013,290000,28-Jul-2021
EOR688017,EHR-6006011696,Administrative Support,Stationery,Paper Products: Cups Doilies Napkins Plates Straws Faci,E600980,E601425,Patrick Apparel,ABN 48 339 691 515,S3038,110000,09-Nov-2021
EOR688018,EHR-6006011697,Travel,International,CONSTRUCTION SERVICES GENERAL (INCL. MAINTENANCE AND REPAIR,E601356,E600789,Ryan Apparel,ABN 45 335 745 488,S3034,640000,03-May-2022
EOR688019,EHR-6006011698,Administrative Support,Printing,Service Charges,E601462,E600557,Kevin Clinic,ABN 46 354 260 532,S3053,470000,08-Jun-2021
EOR688020,EHR-6006011699,Insurance,Other Insurance,EQUIPMENT MAINTENANCE AND REPAIR SERVICES FOR GENERAL EQUIPM,E600942,E600811,Jared Builders,ABN 47 328 550 156,S3027,450000,22-Mar-2021
EOR688021,EHR-6006011700,Professional Services,Technical Consulting,Bandages (All Types) Adhesive Tapes Dressings Plaster of,E600040,E600885,Kari Hotel,ABN 42 332 235 727,S3031,320000,13-Apr-2022
EOR688022,EHR-6006011701,Administrative Support,Printing,Fees (Not Otherwise Classified),E600266,E600695,Barbara Cleaning,ABN 42 359 586 265,S3058,750000,12-Dec-2021
EOR688023,EHR-6006011702,Administrative Support,Mail,HOSPITAL AND SURGICAL EQUIPMENT INSTRUMENTS AND SUPPLIES,E600084,E600127,Ronald Hotel,ABN 46 345 649 637,S3044,240000,05-Feb-2022
EOR688024,EHR-6006011703,Travel,International,Sutures and Suturing Needles Disposable (Including Skin Sta,E600796,E601001,Mason Builders,ABN 41 329 128 864,S3028,110000,17-Mar-2021
EOR688025,EHR-6006011704,Professional Services,Technical Consulting,Couplings,E601254,E601157,Whitney Management,ABN 41 348 545 880,S3047,240000,14-Apr-2022
EOR688026,EHR-6006011705,Insurance,Event,Syringes Hypodermic and Irrigation (Disposable) and Hypode,E600076,E601405,Richard Physiotherapy,ABN 47 326 771 456,S3025,560000,19-Jun-2021
EOR688027,EHR-6006011706,Administrative Support,Mail,PAINT PROTECTIVE COATINGS VARNISH WALLPAPER AND RELATED,E600714,E601159,Alexandra Builders,ABN 46 382 880 578,S3081,460000,01-Aug-2021
EOR688028,EHR-6006011707,Information Technology,Hardware,Electrolytic Caloric and Water Balance,E600148,E601085,Evan Gardening,ABN 44 367 115 406,S3066,500000,04-Sep-2021
EOR688029,EHR-6006011708,Professional Services,Other Professional Services,ELECTRICAL EQUIPMENT AND SUPPLIES (EXCEPT CABLE AND WIRE),E601088,E601243,Mason Builders,ABN 41 329 128 864,S3028,800000,03-Sep-2021
EOR688030,EHR-6006011709,Professional Services,Engineering,FEED BEDDING VITAMINS AND SUPPLEMENTS FOR ANIMALS (SEE CLA,E600042,E600879,Matthew Gardening,ABN 48 327 378 235,S3026,150000,12-Jan-2022
EOR688031,EHR-6006011710,Travel,Local,Surgical Support Supplies incl. Post-Surgery (Not Otherwise,E601496,E600497,Richard Physiotherapy,ABN 47 326 771 456,S3025,860000,09-Jul-2021
EOR688032,EHR-6006011711,Insurance,Event,AGRICULTURAL EQUIPMENT AND IMPLEMENT PARTS,E600524,E600783,Michele Management,ABN 44 378 482 301,S3077,700000,14-Jul-2021
EOR688033,EHR-6006011712,Administrative Support,Printing,Switches Parts and Accessories (Miscellaneous),E601428,E600021,Barbara Cleaning,ABN 42 359 586 265,S3058,660000,03-Feb-2022
EOR688034,EHR-6006011713,Information Technology,Software,HAND TOOLS (POWERED AND NON-POWERED) ACCESSORIES AND SUPPLI,E601332,E601071,Jose Finance,ABN 45 318 829 567,S3017,290000,14-Oct-2021
EOR688035,EHR-6006011714,Insurance,Other Insurance,HOSPITAL SURGICAL AND MEDICAL RELATED ACCESSORIES AND SUND,E600264,E601275,Brandy Physiotherapy,ABN 45 392 543 107,S3091,470000,19-Mar-2021
EOR688036,EHR-6006011715,Administrative Support,Printing,Electrical Accessories and Parts (Not Lighting),E601248,E600245,Maria Property,ABN 46 350 736 329,S3049,530000,05-May-2022
EOR688037,EHR-6006011716,Professional Services,Technical Consulting,AUTOMOTIVE AND TRAILER EQUIPMENT AND PARTS,E600466,E600265,Ronald Accounting,ABN 44 394 582 439,S3093,880000,11-Mar-2021
EOR688038,EHR-6006011717,Travel,International,FURNITURE- OFFICE;BOOKCASE/CHAIR/DESK/FILE CABINET,E601206,E601369,Gabriel Digital,ABN 46 363 785 828,S3062,710000,25-Aug-2021
EOR688039,EHR-6006011718,Professional Services,Other Professional Services,Ballasts All Kinds,E600892,E601235,Linda Property,ABN 47 361 621 790,S3060,540000,12-Oct-2021
EOR688040,EHR-6006011719,Professional Services,Legal,Syringes Hypodermic and Irrigation (Disposable) and Hypode,E600342,E600969,Stephen Events,ABN 46 390 827 581,S3089,500000,03-Mar-2021
EOR688041,EHR-6006011720,Insurance,Commercial,FOODS: PERISHABLE,E601212,E601263,William Finance,ABN 42 385 674 247,S3084,540000,28-Nov-2021
EOR688042,EHR-6006011721,Information Technology,Hardware,General Maintenance and Repair Vehicle (Not Otherwise Class,E600700,E600295,Mason Builders,ABN 41 329 128 864,S3028,20000,16-May-2021
EOR688043,EHR-6006011722,Insurance,Event,Industrial Equipment (Not Construction and Repair or HVAC),E600848,E600943,Joel Clinic,ABN 42 334 277 307,S3033,450000,15-May-2021
EOR688044,EHR-6006011723,Information Technology,Software,Orthopedic Equipment: Bone Plates Bone Saws Cast Cutters,E601392,E600763,Christine Digital,ABN 43 391 498 897,S3090,440000,12-Jan-2022
EOR688045,EHR-6006011724,Administrative Support,Stationery,COMPUTER HARDWARE AND PERIPHERALS FOR MICROCOMPUTERS,E600220,E601383,Jose Builders,ABN 44 379 589 591,S3078,360000,13-Apr-2021
EOR688046,EHR-6006011725,Professional Services,Other Professional Services,FIRE PROTECTION EQUIPMENT AND SUPPLIES,E601280,E600327,Alex Apparel,ABN 43 357 160 878,S3056,800000,05-Jun-2021
EOR688047,EHR-6006011726,Insurance,Other Insurance,General Maintenance and Repair Vehicle (Not Otherwise Class,E600634,E600173,Maria Property,ABN 46 350 736 329,S3049,370000,14-Apr-2022
EOR688048,EHR-6006011727,Professional Services,Engineering,Blood Chemistry Equipment (For Clotting Time Blood Glucose,E600190,E600627,Victoria Digital,ABN 46 338 412 668,S3037,290000,08-Mar-2022
EOR688049,EHR-6006011728,Insurance,Other Insurance,Bandages (All Types) Adhesive Tapes Dressings Plaster of,E600424,E601383,Barbara Cleaning,ABN 42 359 586 265,S3058,200000,22-Mar-2021
EOR688050,EHR-6006011729,Insurance,Other Insurance,Surgical Instruments Operating Room Grade,E601430,E600707,Ronald Hotel,ABN 46 345 649 637,S3044,430000,26-May-2021
EOR688051,EHR-6006011730,Professional Services,Legal,Transportation of Goods and Other Freight Services,E600736,E600639,Kenneth Hotel,ABN 43 306 153 129,S3005,730000,03-Feb-2022
EOR688052,EHR-6006011731,Professional Services,Technical Consulting,Laboratory Supplies: Asbestos Squares Corks Files Glass C,E600556,E600157,Joseph Builders,ABN 47 312 269 347,S3011,840000,08-Feb-2022
EOR688053,EHR-6006011732,Information Technology,Software,Electrolytic Caloric and Water Balance,E600180,E601003,Brandy Physiotherapy,ABN 45 392 543 107,S3091,700000,06-May-2021
EOR688054,EHR-6006011733,Information Technology,Hardware,REAL PROPERTY RENTAL OR LEASE,E600740,E600311,Christie Property,ABN 45 349 357 654,S3048,670000,16-Mar-2022
EOR688055,EHR-6006011734,Insurance,Commercial,Catheters Specialized (And Guide Wires),E600208,E600965,Ronald Accounting,ABN 44 394 582 439,S3093,120000,03-Apr-2022
EOR688056,EHR-6006011735,Insurance,Event,Sutures and Suturing Needles Disposable (Including Skin Sta,E600264,E601035,Alex Apparel,ABN 43 357 160 878,S3056,30000,08-Oct-2021
EOR688057,EHR-6006011736,Professional Services,Other Professional Services,Cosmetics and Skin Care: Colognes Creams Lipsticks Lotion,E600230,E600405,Mary Clinic,ABN 47 384 405 272,S3083,290000,27-Jun-2021
