form_id,interest_type,details,business_name,company_id,company_code,address,created
DPI-0177,Real Estate,Property Portfolio,,,,"32 Mirabella Drive, Tullamarine, 3045",17-Feb-2021
DPI-0178,Other Source of Income,Crochet Classes for Execs,William Finance,ABN 42 385 674 247,,"20 Larter Court, Wantirna South, 3152",13-Jul-2021
DPI-0178,Real Estate,Property Portfolio,,,,"36 Napier Street, South Melbourne, 3205",13-Jul-2021
DPI-0178,Other Source of Income,Spouse Income from Employer,Paul Builders,ABN 46 342 354 501,,"118 Winjeel Court, Braybrook, 3019",13-Jul-2021
DPI-0179,Other Assets,1951 Penfolds Grange,,,,,21-Aug-2021
DPI-0179,Share Holdings,Ramsay Health Care Ltd,,,RHC,,21-Aug-2021
DPI-0179,Partnerships,Half Partnership,Stephanie Clinic,ABN 47 377 126 660,,"42 Little Berry Street, Yarraville, 3013",21-Aug-2021
DPI-0180,Investments,820000 Investment,The trustee for Brenda Managed Super Fund,ABN 41 370 432 783,,,03-Jun-2022
DPI-0180,Real Estate,Owned Property for Rental,,,,"36 Napier Street, South Melbourne, 3205",03-Jun-2022
DPI-0180,Share Holdings,TPG Telecom Ltd,,,TPG,,03-Jun-2022
DPI-0180,Other Assets,Morris Minor - Mnti,,,,,03-Jun-2022
DPI-0180,Directorships,Director,Nicholas Computers,ABN 44 356 165 369,,"105 Salisbury Court, Sydenham, 3037",03-Jun-2022
DPI-0181,Partnerships,25% Partnership,John Apparel,ABN 45 374 774 544,,"61 Sydney Street, Avondale Heights, 3034",04-Jun-2022
DPI-0181,Trusts/Nominees,Business Trust,Richard Clinic,,,,04-Jun-2022
DPI-0181,Other Assets,Singer Sewing Machine,,,,,04-Jun-2022
DPI-0182,Trusts/Nominees,Business Trust,Nancy Management,,,,21-Jul-2021
DPI-0182,Partnerships,Half Partnership,Jessica Clinic,ABN 42 386 592 614,,"89 Boundary Road, Laverton North, 3026",21-Jul-2021
DPI-0182,Real Estate,Rental Property,,,,"57 Allendale Road, Research, 3095",21-Jul-2021
DPI-0183,Real Estate,Owned Property for Rental,,,,"24 Boundary Road, Dingley Village, 3172",07-Jan-2022
DPI-0183,Partnerships,Quarter Partnership,Chris Lawyers,ABN 47 393 455 339,,"112 Mulberry Parade, Heidelberg West, 3081",07-Jan-2022
DPI-0183,"Gift, Sponsorsored Travel, Hospitality",Gold Coast Conference,Johnson & Johnson,,,,07-Jan-2022
DPI-0184,Share Holdings,REA Group Ltd,,,REA,,11-Jun-2022
DPI-0184,Partnerships,Half Partnership,Arthur Lawyers,ABN 42 368 492 317,,"95 The Crescent, Port Melbourne, 3207",11-Jun-2022
DPI-0184,Other Source of Income,Spouse Income from Employer,Paul Builders,ABN 46 342 354 501,,"118 Winjeel Court, Braybrook, 3019",11-Jun-2022
DPI-0184,Share Holdings,Cochlear Ltd,,,COH,,11-Jun-2022
DPI-0185,Share Holdings,Wisetech Global Ltd,,,WTC,,06-May-2021
DPI-0185,Other Assets,Morris Minor - Mnti,,,,,06-May-2021
DPI-0185,Partnerships,Quarter Partnership,Michele Management,ABN 44 378 482 301,,"112 Barongarook Court, Lower Plenty, 3093",06-May-2021
DPI-0185,Real Estate,Rental Property,,,,"20 Larter Court, Wantirna South, 3152",06-May-2021
DPI-0185,Other Source of Income,Exec Mentoring,Rachel Accounting,ABN 47 346 628 832,,"32 Main Yarra Trail Capital City Trail, Burnley, 3121",06-May-2021
DPI-0186,Directorships,Non-Executive Director,Patrick Apparel,ABN 48 339 691 515,,"123 Orbital Drive, Kealba, 3021",27-Dec-2021
DPI-0186,Real Estate,Property Portfolio,,,,"78 Bannons Lane North, Doreen, 3091",27-Dec-2021
DPI-0186,Investments,310000 Family Investment,THE NORJAT SELF MANAGED SUPER FUND,ABN 46 362 768 601,,,27-Dec-2021
DPI-0187,Directorships,Executive Director,Robert Clinic,ABN 43 387 299 747,,"114 Heard Avenue, Plenty, 3090",13-Apr-2022
DPI-0187,Directorships,Executive Director,Kenneth Hotel,ABN 43 306 153 129,,"58 Upland Road, Strathmore, 3040",13-Apr-2022
DPI-0187,Other Source of Income,Exec Mentoring,Scott Builders,ABN 42 331 129 734,,"74 Highview Grove, Burwood East, 3151",13-Apr-2022
DPI-0187,"Gift, Sponsorsored Travel, Hospitality",Louis Vutton Luggage,Astra Pharma,,,,13-Apr-2022
DPI-0188,Share Holdings,Commonwealth Bank of Australia,,,CBA,,18-Mar-2021
DPI-0188,Other Assets,Singer Sewing Machine,,,,,18-Mar-2021
DPI-0188,Trusts/Nominees,Business Nominee,Kimberly Apparel,,,,18-Mar-2021
DPI-0188,"Gift, Sponsorsored Travel, Hospitality",Louis Vutton Luggage,Johnson & Johnson,,,,18-Mar-2021
DPI-0189,Directorships,Director,Mason Builders,ABN 41 329 128 864,,"70 Barwon Court, Clayton South, 3169",22-May-2022
DPI-0189,Other Assets,Singer Sewing Machine,,,,,22-May-2022
DPI-0189,Share Holdings,Sonic Healthcare Ltd,,,SHL,,22-May-2022
DPI-0189,Trusts/Nominees,Business Trust,Kevin Clinic,,,,22-May-2022
DPI-0189,Other Assets,1951 Penfolds Grange,,,,,22-May-2022
DPI-0190,Investments,320000 Long Term,The Trustee for MR Self Managed Super Fund,ABN 46 325 766 730,,,25-May-2021
DPI-0190,"Gift, Sponsorsored Travel, Hospitality",Gold Coast Conference,Astra Pharma,,,,25-May-2021
DPI-0190,Real Estate,Rental Property,,,,"42 Little Berry Street, Yarraville, 3013",25-May-2021
DPI-0190,"Gift, Sponsorsored Travel, Hospitality",Travel to International Conference,Pfizer Pharma,,,,25-May-2021
DPI-0191,Investments,770000 Long Term,THE TRUSTEE FOR JCM SELF-MANAGED SUPERANNUATION FUND,ABN 43 311 447 799,,,08-Feb-2022
DPI-0191,Directorships,Director,Joshua Property,ABN 45 303 156 248,,"77 Natalia Avenue, Oakleigh South, 3166",08-Feb-2022
DPI-0191,Trusts/Nominees,Business Trust,Christie Property,,,,08-Feb-2022
DPI-0191,Other Assets,1951 Penfolds Grange,,,,,08-Feb-2022
DPI-0192,Partnerships,Quarter Partnership,Keith Management,ABN 46 333 653 400,,"36 Reeve Court, Cheltenham, 3192",15-Apr-2022
DPI-0192,Investments,50000 Long Term,BELCLARE SELF-MANAGED SUPER FUND,ABN 48 339 691 515,,,15-Apr-2022
DPI-0192,"Gift, Sponsorsored Travel, Hospitality",Louis Vutton Luggage,Purdue Pharma,,,,15-Apr-2022
DPI-0192,Directorships,Non-Executive Director,Scott Builders,ABN 42 331 129 734,,"74 Highview Grove, Burwood East, 3151",15-Apr-2022
DPI-0193,"Gift, Sponsorsored Travel, Hospitality",Gold Coast Conference,GlaxoSmithKline,,,,17-May-2021
DPI-0193,Investments,730000 Long Term,The Trustee for MR Self Managed Super Fund,ABN 45 318 829 567,,,17-May-2021
DPI-0193,Directorships,Director,Edwin Clinic,ABN 43 399 724 727,,"120 Perennial Drive, Sunshine North, 3034",17-May-2021
DPI-0194,Other Assets,Singer Sewing Machine,,,,,17-Mar-2021
DPI-0194,Partnerships,Half Partnership,Joshua Property,ABN 45 303 156 248,,"77 Natalia Avenue, Oakleigh South, 3166",17-Mar-2021
DPI-0194,Share Holdings,Reece Ltd,,,REH,,17-Mar-2021
DPI-0195,Other Assets,1951 Penfolds Grange,,,,,01-May-2022
DPI-0195,Other Source of Income,Spouse Income from Employer,Jose Builders,ABN 44 379 589 591,,"38 Christies Road, Ravenhall, 3023",01-May-2022
DPI-0195,Directorships,Executive Director,Jose Builders,ABN 44 379 589 591,,"38 Christies Road, Ravenhall, 3023",01-May-2022
DPI-0195,Trusts/Nominees,Family Trust,Tracy Physiotherapy,,,,01-May-2022
DPI-0196,Other Assets,Singer Sewing Machine,,,,,29-Apr-2022
DPI-0196,Other Source of Income,Exec Mentoring,Michael Clinic,ABN 43 369 376 360,,"39 Phoenix Street, Sunshine North, 3020",29-Apr-2022
DPI-0196,Trusts/Nominees,Business Trust,Victoria Digital,,,,29-Apr-2022
DPI-0197,Real Estate,Property Portfolio,,,,"77 Main Street, Greensborough, 3088",02-May-2022
DPI-0197,"Gift, Sponsorsored Travel, Hospitality",Gold Coast Conference,Pfizer Pharma,,,,02-May-2022
DPI-0197,"Gift, Sponsorsored Travel, Hospitality",Travel to International Conference,Purdue Pharma,,,,02-May-2022
DPI-0197,Trusts/Nominees,Business Trust,Kenneth Hotel,,,,02-May-2022
DPI-0197,Real Estate,Property Portfolio,,,,"105 Salisbury Court, Sydenham, 3037",02-May-2022
DPI-0198,Partnerships,25% Partnership,Christine Trading,ABN 43 365 431 228,,"83 Smiley Crescent, Essendon West, 3034",29-Mar-2021
DPI-0198,Partnerships,Quarter Partnership,Keith Management,ABN 46 333 653 400,,"36 Reeve Court, Cheltenham, 3192",29-Mar-2021
DPI-0198,Trusts/Nominees,Business Trust,Andrew Finance,,,,29-Mar-2021
DPI-0198,Other Assets,John Deere Historical Tractor,,,,,29-Mar-2021
DPI-0199,Investments,80000 Long Term,The trustee for Delport Managed Super,ABN 41 347 279 364,,,15-Mar-2022
DPI-0199,Partnerships,25% Partnership,Katherine Lawyers,ABN 43 305 792 134,,"48 Ballantyne Street, Burwood East, 3151",15-Mar-2022
DPI-0199,"Gift, Sponsorsored Travel, Hospitality",Travel to International Conference,Purdue Pharma,,,,15-Mar-2022
